id,label
8238,0.7374836802482605
3651,0.8152405619621277
1744,0.8581553101539612
8416,0.7420694828033447
4974,0.7556361556053162
7931,0.2680206298828125
9092,0.1419910192489624
7269,0.46238601207733154
2198,0.6817819476127625
359,0.4608195722103119
3607,0.5346618294715881
5873,0.8841119408607483
10878,0.14588023722171783
6788,0.005632286425679922
10783,0.038649868220090866
10378,0.09651047736406326
9725,0.0036812047474086285
5231,0.8549937605857849
2262,0.5519507527351379
10497,0.2829289138317108
5487,0.9069361686706543
11999,0.7072171568870544
5794,0.6807869076728821
5934,0.1131347268819809
9396,0.49877938628196716
3700,0.1287827491760254
966,0.3040089011192322
6215,0.587213933467865
2487,0.3609170913696289
698,0.037852343171834946
11010,0.9135270118713379
10649,0.14986161887645721
6205,0.2730225920677185
6209,0.10278289020061493
6776,0.004513455089181662
6110,0.2221347689628601
9118,0.6695876121520996
3015,0.5442683100700378
7806,0.04023212194442749
593,0.6559959053993225
3322,0.74847012758255
3725,0.1519050896167755
11708,0.2797616422176361
11496,0.972504734992981
7473,0.07133319973945618
544,0.7912515997886658
4059,0.8556206822395325
3653,0.7527684569358826
7576,0.5257226824760437
36,0.47782817482948303
6069,0.44855907559394836
6190,0.13670386373996735
3671,0.014352699741721153
8993,0.37528908252716064
10423,0.02815108187496662
307,0.9218548536300659
2176,0.0590040385723114
11631,0.7676705718040466
9619,0.10794659703969955
7046,0.027384957298636436
290,0.13314473628997803
4184,0.29062971472740173
2438,0.3644883632659912
8041,0.021450741216540337
1567,0.028638646006584167
8449,0.8728445768356323
11533,0.8553248047828674
8435,0.4715579152107239
1329,0.6260095834732056
3350,0.5293136835098267
449,0.7520677447319031
6698,0.4194742441177368
204,0.9324073791503906
11680,0.3437640070915222
833,0.8529095649719238
2241,0.795550525188446
9683,0.38092440366744995
8973,0.14475728571414948
11501,0.25944721698760986
8753,0.11757438629865646
6076,0.03939105570316315
7834,0.511192798614502
12349,0.020168285816907883
9865,0.05018085241317749
6792,0.9298322200775146
4827,0.43354302644729614
8038,0.0018237619660794735
9035,0.7144560217857361
4671,0.7666655778884888
5650,0.8197296261787415
2081,0.8760032653808594
8609,0.737192690372467
3676,0.969176709651947
2778,0.8959482908248901
2502,0.47473201155662537
9119,0.987237811088562
8894,0.013240192085504532
11239,0.30738675594329834
4813,0.051091182976961136
5987,0.12480346858501434
4921,0.4966055750846863
5508,0.9249343872070312
9852,0.8895992636680603
2390,0.08522339910268784
1771,0.8531156778335571
909,0.8094561696052551
7818,0.9842500686645508
114,0.19667571783065796
1248,0.6855701804161072
5848,0.6219669580459595
3170,0.6334347128868103
11434,0.013459105975925922
11488,0.9707226157188416
9608,0.3138647973537445
3735,0.6463021636009216
6540,0.9709893465042114
11036,0.8981342315673828
1114,0.8742830157279968
6155,0.8360158205032349
10605,0.17526887357234955
5575,0.12957549095153809
1982,0.7156491875648499
10599,0.7440298795700073
11577,0.30301088094711304
9882,0.541248083114624
448,0.13533362746238708
9931,0.6032187938690186
2217,0.763979971408844
651,0.7085834741592407
4520,0.9302078485488892
10514,0.5069526433944702
12070,0.5404740571975708
1564,0.653332531452179
7,0.028379453346133232
3864,0.08609370142221451
9757,0.2260614037513733
3964,0.0137240681797266
4261,0.6773774027824402
12104,0.23770400881767273
10273,0.18279699981212616
12444,0.4407082796096802
320,0.24408456683158875
2331,0.38967084884643555
9029,0.7580198049545288
8352,0.23042675852775574
3181,0.44655176997184753
5861,0.7982988953590393
10564,0.28384214639663696
398,0.038793087005615234
1039,0.018104521557688713
8147,0.7872990369796753
4152,0.9124837517738342
6928,0.6291730999946594
4327,0.966246485710144
2115,0.29142969846725464
135,0.0878777727484703
8245,0.0025949159171432257
5969,0.7926478385925293
7683,0.46790289878845215
4458,0.5672816634178162
8018,0.7678811550140381
7265,0.8728179335594177
434,0.8737168312072754
1020,0.373958557844162
4427,0.4261096119880676
7771,0.7223368883132935
11752,0.4209651052951813
10229,0.11837315559387207
5307,0.9432229399681091
6957,0.8471344113349915
9383,0.21139875054359436
8095,0.5392858982086182
3439,0.42973950505256653
4464,0.9572665095329285
2626,0.9697680473327637
8717,0.001026405137963593
3584,0.09628673642873764
9554,0.4492504596710205
2781,0.6864588260650635
9304,0.6152315735816956
9653,0.009783229790627956
8729,0.8993245363235474
80,0.0388689748942852
6708,0.7813146114349365
11547,0.15801648795604706
10580,0.8576733469963074
10307,0.1424400955438614
5005,0.05070830136537552
107,0.03815462067723274
7447,0.21642693877220154
4997,0.2144463211297989
6601,0.6647876501083374
7862,0.02801601216197014
8592,0.8291006088256836
3948,0.9684193134307861
11701,0.22114938497543335
2672,0.04833675175905228
6082,0.8332984447479248
9815,0.5684837698936462
8118,0.4255324602127075
987,0.36226028203964233
5545,0.4621414542198181
6294,0.7788389325141907
785,0.4932246804237366
10531,0.7223360538482666
9467,0.5656439065933228
4074,0.04126664623618126
11236,0.08886893093585968
9185,0.8285354375839233
3990,0.8021609783172607
5474,0.009430746547877789
8622,0.975081205368042
11005,0.31900715827941895
9253,0.7993431091308594
10147,0.8540787696838379
10896,0.42647820711135864
202,0.38248592615127563
10707,0.9535124897956848
11024,0.8044598698616028
4710,0.7714739441871643
8942,0.02875181846320629
1574,0.6833840012550354
10705,0.7800152897834778
4577,0.8457845449447632
8371,0.27003827691078186
3562,0.27969029545783997
9920,0.9122686982154846
11898,0.2024160623550415
130,0.1569099724292755
1531,0.978768527507782
5132,0.006079907529056072
10345,0.4845590889453888
2949,0.22261680662631989
3172,0.12323211878538132
2661,0.6545975804328918
5871,0.34284281730651855
3680,0.6846042275428772
11543,0.06849020719528198
1177,0.16000284254550934
4907,0.03086741268634796
1922,0.32879364490509033
209,0.7685802578926086
420,0.7147738933563232
9445,0.8541549444198608
2021,0.011755707673728466
4680,0.5872557759284973
4451,0.967332661151886
1833,0.17729638516902924
12334,0.19377554953098297
1871,0.6106356382369995
4406,0.25530585646629333
3766,0.13610690832138062
7035,0.5722123384475708
10915,0.4935939908027649
10179,0.5924139618873596
11408,0.33355793356895447
3695,0.3133927881717682
9317,0.05167684331536293
9514,0.018622376024723053
6277,0.8820956349372864
3224,0.9144801497459412
11901,0.5154927968978882
5821,0.7378759980201721
2283,0.22901056706905365
9567,0.7117820382118225
2533,0.8469453454017639
2879,0.792720377445221
7295,0.22039122879505157
10059,0.4920431673526764
9078,0.33165469765663147
3269,0.7432568669319153
1287,0.34234586358070374
9860,0.08669566363096237
5068,0.3200613558292389
11916,0.3680455982685089
7044,0.6578639149665833
4389,0.4381001591682434
283,0.1416546106338501
2263,0.3176000714302063
11418,0.050891805440187454
6080,0.8716183304786682
11593,0.9010806083679199
3131,0.10827391594648361
1626,0.021214868873357773
776,0.1792416274547577
4900,0.23498037457466125
8453,0.03558541461825371
11830,0.32394325733184814
11783,0.005046101287007332
9210,0.0261016134172678
12426,0.28624653816223145
9950,0.10484586656093597
6200,0.6310567259788513
10584,0.9039453864097595
1750,0.13865312933921814
